run_time,current_driver_player_number,driver_changed_this_frame,driver_change_count_total,warning_active,driver_input_this_frame,warning_reaction_time,inputs_per_second,warning_obstacle_result,collision_count_total
0.0000,-1,0,0,0,0,-1.0000,0.0000,,0
0.0546,-1,0,0,0,0,-1.0000,0.0000,,0
0.0832,-1,0,0,0,0,-1.0000,0.0000,,0
0.0935,-1,0,0,0,0,-1.0000,0.0000,,0
0.1101,-1,0,0,0,0,-1.0000,0.0000,,0
0.1344,-1,0,0,0,0,-1.0000,0.0000,,0
0.1584,-1,0,0,0,0,-1.0000,0.0000,,0
0.1792,-1,0,0,0,0,-1.0000,0.0000,,0
0.2013,-1,0,0,0,0,-1.0000,0.0000,,0
0.2234,-1,0,0,0,0,-1.0000,0.0000,,0
0.2448,-1,0,0,0,0,-1.0000,0.0000,,0
0.2722,-1,0,0,0,0,-1.0000,0.0000,,0
0.2919,-1,0,0,0,0,-1.0000,0.0000,,0
0.3128,-1,0,0,0,0,-1.0000,0.0000,,0
0.3335,-1,0,0,0,0,-1.0000,0.0000,,0
0.3564,-1,0,0,0,0,-1.0000,0.0000,,0
0.3781,-1,0,0,0,0,-1.0000,0.0000,,0
0.3997,-1,0,0,0,0,-1.0000,0.0000,,0
0.4213,-1,0,0,0,0,-1.0000,0.0000,,0
0.4441,-1,0,0,0,0,-1.0000,0.0000,,0
0.4658,-1,0,0,0,0,-1.0000,0.0000,,0
0.4885,-1,0,0,0,0,-1.0000,0.0000,,0
0.5100,-1,0,0,0,0,-1.0000,0.0000,,0
0.5325,-1,0,0,0,0,-1.0000,0.0000,,0
0.5532,-1,0,0,0,0,-1.0000,0.0000,,0
0.5720,-1,0,0,0,0,-1.0000,0.0000,,0
0.6057,-1,0,0,0,0,-1.0000,0.0000,,0
0.6270,-1,0,0,0,0,-1.0000,0.0000,,0
0.6475,-1,0,0,0,0,-1.0000,0.0000,,0
0.6716,-1,0,0,0,0,-1.0000,0.0000,,0
0.6918,-1,0,0,0,0,-1.0000,0.0000,,0
0.7160,-1,0,0,0,0,-1.0000,0.0000,,0
0.7357,-1,0,0,0,0,-1.0000,0.0000,,0
0.7586,-1,0,0,0,0,-1.0000,0.0000,,0
0.7793,-1,0,0,0,0,-1.0000,0.0000,,0
0.8014,-1,0,0,0,0,-1.0000,0.0000,,0
0.8214,-1,0,0,0,0,-1.0000,0.0000,,0
0.8439,-1,0,0,0,0,-1.0000,0.0000,,0
0.8660,-1,0,0,0,0,-1.0000,0.0000,,0
0.8880,-1,0,0,0,0,-1.0000,0.0000,,0
0.9102,-1,0,0,0,0,-1.0000,0.0000,,0
0.9314,-1,0,0,0,0,-1.0000,0.0000,,0
0.9545,-1,0,0,0,0,-1.0000,0.0000,,0
0.9758,-1,0,0,0,0,-1.0000,0.0000,,0
0.9982,-1,0,0,0,0,-1.0000,0.0000,,0
1.0200,-1,0,0,0,0,-1.0000,0.0000,,0
1.0418,-1,0,0,0,0,-1.0000,0.0000,,0
1.0647,-1,0,0,0,0,-1.0000,0.0000,,0
1.0865,-1,0,0,0,0,-1.0000,0.0000,,0
1.1088,-1,0,0,0,1,-1.0000,1.0000,,0
1.1308,-1,0,0,0,0,-1.0000,1.0000,,0
1.1537,-1,0,0,0,0,-1.0000,1.0000,,0
1.1762,-1,0,0,0,0,-1.0000,1.0000,,0
1.1976,-1,0,0,0,0,-1.0000,1.0000,,0
1.2203,-1,0,0,0,0,-1.0000,1.0000,,0
1.2416,-1,0,0,0,0,-1.0000,1.0000,,0
1.2642,-1,0,0,0,0,-1.0000,1.0000,,0
1.2857,-1,0,0,0,0,-1.0000,1.0000,,0
1.3074,-1,0,0,0,0,-1.0000,1.0000,,0
1.3295,-1,0,0,0,0,-1.0000,1.0000,,0
1.3518,-1,0,0,0,0,-1.0000,1.0000,,0
1.3750,-1,0,0,0,0,-1.0000,1.0000,,0
1.3969,-1,0,0,0,0,-1.0000,1.0000,,0
1.4199,-1,0,0,0,0,-1.0000,1.0000,,0
1.4416,-1,0,0,0,0,-1.0000,1.0000,,0
1.4632,-1,0,0,0,0,-1.0000,1.0000,,0
1.4865,-1,0,0,0,0,-1.0000,1.0000,,0
1.5087,-1,0,0,0,0,-1.0000,1.0000,,0
1.5320,-1,0,0,0,0,-1.0000,1.0000,,0
1.5542,-1,0,0,0,0,-1.0000,1.0000,,0
1.5763,-1,0,0,0,0,-1.0000,1.0000,,0
1.5987,-1,0,0,0,0,-1.0000,1.0000,,0
1.6200,-1,0,0,0,0,-1.0000,1.0000,,0
1.6424,-1,0,0,0,0,-1.0000,1.0000,,0
1.6648,-1,0,0,0,0,-1.0000,1.0000,,0
1.6883,-1,0,0,0,0,-1.0000,1.0000,,0
1.7097,-1,0,0,0,0,-1.0000,1.0000,,0
1.7321,-1,0,0,0,0,-1.0000,1.0000,,0
1.7538,-1,0,0,0,0,-1.0000,1.0000,,0
1.7755,-1,0,0,0,0,-1.0000,1.0000,,0
1.7976,-1,0,0,0,0,-1.0000,1.0000,,0
1.8193,-1,0,0,0,0,-1.0000,1.0000,,0
1.8421,-1,0,0,0,0,-1.0000,1.0000,,0
1.8633,-1,0,0,0,0,-1.0000,1.0000,,0
1.8859,-1,0,0,0,0,-1.0000,1.0000,,0
1.9082,-1,0,0,0,0,-1.0000,1.0000,,0
1.9306,-1,0,0,0,0,-1.0000,1.0000,,0
1.9533,-1,0,0,0,0,-1.0000,1.0000,,0
1.9749,-1,0,0,0,0,-1.0000,1.0000,,0
1.9969,-1,0,0,0,0,-1.0000,1.0000,,0
2.0191,-1,0,0,0,0,-1.0000,1.0000,,0
2.0415,-1,0,0,0,0,-1.0000,1.0000,,0
2.0644,-1,0,0,0,0,-1.0000,1.0000,,0
2.0865,-1,0,0,0,0,-1.0000,1.0000,,0
2.1087,-1,0,0,0,0,-1.0000,1.0000,,0
2.1310,-1,0,0,0,0,-1.0000,0.0000,,0
2.1534,-1,0,0,0,0,-1.0000,0.0000,,0
2.1747,-1,0,0,0,0,-1.0000,0.0000,,0
2.1978,-1,0,0,0,0,-1.0000,0.0000,,0
2.2203,-1,0,0,0,0,-1.0000,0.0000,,0
2.2424,-1,0,0,0,0,-1.0000,0.0000,,0
2.2652,-1,0,0,0,0,-1.0000,0.0000,,0
2.2876,-1,0,0,0,0,-1.0000,0.0000,,0
2.3103,-1,0,0,0,0,-1.0000,0.0000,,0
2.3331,-1,0,0,0,0,-1.0000,0.0000,,0
2.3545,-1,0,0,0,0,-1.0000,0.0000,,0
2.3774,-1,0,0,0,0,-1.0000,0.0000,,0
2.3988,-1,0,0,0,0,-1.0000,0.0000,,0
2.4220,-1,0,0,0,0,-1.0000,0.0000,,0
2.4445,-1,0,0,0,0,-1.0000,0.0000,,0
2.4667,-1,0,0,0,0,-1.0000,0.0000,,0
2.4893,-1,0,0,0,0,-1.0000,0.0000,,0
2.5119,-1,0,0,0,0,-1.0000,0.0000,,0
2.5365,-1,0,0,0,0,-1.0000,0.0000,,0
2.5580,-1,0,0,0,0,-1.0000,0.0000,,0
2.5814,-1,0,0,0,0,-1.0000,0.0000,,0
2.6025,-1,0,0,0,0,-1.0000,0.0000,,0
2.6248,-1,0,0,0,0,-1.0000,0.0000,,0
2.6483,-1,0,0,0,0,-1.0000,0.0000,,0
2.6711,-1,0,0,0,0,-1.0000,0.0000,,0
2.6930,-1,0,0,0,0,-1.0000,0.0000,,0
2.7164,-1,0,0,0,0,-1.0000,0.0000,,0
2.7373,-1,0,0,0,0,-1.0000,0.0000,,0
2.7605,-1,0,0,0,0,-1.0000,0.0000,,0
2.7822,-1,0,0,0,0,-1.0000,0.0000,,0
2.8048,-1,0,0,0,0,-1.0000,0.0000,,0
2.8268,-1,0,0,0,0,-1.0000,0.0000,,0
2.8487,-1,0,0,0,0,-1.0000,0.0000,,0
2.8706,-1,0,0,0,0,-1.0000,0.0000,,0
2.8936,-1,0,0,0,0,-1.0000,0.0000,,0
2.9153,-1,0,0,0,0,-1.0000,0.0000,,0
2.9405,-1,0,0,0,0,-1.0000,0.0000,,0
2.9607,-1,0,0,0,0,-1.0000,0.0000,,0
2.9830,-1,0,0,0,0,-1.0000,0.0000,,0
3.0054,-1,0,0,0,0,-1.0000,0.0000,,0
3.0282,-1,0,0,0,0,-1.0000,0.0000,,0
3.0503,-1,0,0,0,0,-1.0000,0.0000,,0
3.0722,-1,0,0,0,0,-1.0000,0.0000,,0
3.0944,-1,0,0,0,0,-1.0000,0.0000,,0
3.1171,-1,0,0,0,0,-1.0000,0.0000,,0
